sex;institute;category;friends;followers;photos;videos;pages;label
1;20;1;76;416;50;0;96;1
2;20;1;27;43;24;65;37;1
1;20;1;107;434;25;56;124;1
1;20;1;149;340;35;3;104;1
2;20;1;98;87;3;0;206;1
2;20;1;80;15;1;0;22;1
1;20;1;362;393;1;17;54;1
1;20;1;295;188;255;115;327;1
2;20;1;55;27;0;4;28;1
1;20;1;296;556;2;237;32;1
1;20;1;147;381;85;20;48;1
1;20;1;124;67;74;18;94;1
1;20;2;131;174;2;26;252;1
2;20;1;429;109;1;2;35;1
1;20;1;257;503;7;95;34;1
2;20;1;143;177;149;784;63;1
1;20;1;129;235;41;191;92;1
2;20;1;126;199;11;0;285;1
2;20;1;100;63;5;311;34;1
1;20;1;80;131;18;20;97;1
2;20;1;78;63;4;0;24;1
2;21;1;475;123;114;55;45;1
1;21;1;196;254;30;315;577;1
1;21;1;190;168;13;0;38;1
1;21;1;184;269;74;407;106;1
1;21;1;172;72;12;98;294;1
2;21;1;153;103;5;0;41;1
1;21;1;107;96;14;20;167;1
2;21;1;92;39;3;4;47;1
2;21;1;68;65;26;13;8;1
2;21;1;65;21;7;13;28;1
1;21;1;45;10;9;8;29;1
2;21;1;20;1;10;0;22;1
1;21;1;201;383;21;9;30;1
2;21;1;244;68;48;436;74;1
1;21;1;129;80;8;0;68;1
1;21;3;122;24;15;0;17;1
2;21;1;68;27;8;24;35;1
2;21;1;190;528;33;278;85;1
2;21;1;169;60;14;93;22;1
1;21;1;93;27;0;0;5;1
1;21;1;72;77;34;12;97;1
1;21;1;273;144;21;129;357;1
1;21;1;221;59;9;0;119;1
1;21;1;229;94;14;26;79;1
1;21;1;500;315;47;31;24;1
1;21;1;251;239;19;156;273;1
1;21;1;200;265;3;3;48;1
2;21;1;136;11;0;1;35;1
1;21;1;94;66;19;6;43;1
1;21;1;68;133;3;47;101;1
1;21;1;133;276;67;0;26;1
1;21;1;423;299;85;23;33;1
1;21;1;173;213;3;2;35;1
1;21;1;76;255;4;11;55;1
2;21;1;28;33;3;1;5;1
1;21;1;433;80;204;230;65;1
1;21;1;316;392;71;24;134;1
2;21;1;253;104;2;0;23;1
1;21;1;221;126;19;37;117;1
1;21;1;187;183;2;639;94;1
2;21;1;182;133;8;99;46;1
1;21;1;115;77;1;0;65;1
1;21;1;83;224;23;1;68;1
2;21;1;58;33;10;0;11;1
1;21;1;53;6;40;8;22;1
1;21;1;33;493;19;63;15;1
1;21;1;29;129;9;28;16;1
1;21;1;115;139;289;13;54;1
1;21;1;107;203;34;265;32;1
1;21;1;104;130;27;18;279;1
1;21;1;56;254;13;3;183;1
1;21;1;291;517;35;57;97;1
1;21;1;192;275;10;8;25;1
1;21;1;105;381;9;12;154;1
1;21;1;93;377;11;69;109;1
2;21;1;247;117;2;36;11;1
1;21;1;361;148;79;78;57;1
2;21;1;334;80;121;247;281;1
2;21;1;305;138;32;31;95;1
1;21;1;302;277;8;18;38;1
1;21;1;221;277;1;12;26;1
1;21;1;204;233;25;77;143;1
1;21;1;155;26;32;4;56;1
1;21;1;108;80;4;1;28;1
1;21;1;101;102;11;31;76;1
1;21;1;99;184;21;5;161;1
1;21;1;98;37;12;0;61;1
1;21;1;95;370;217;312;56;1
2;21;1;60;75;18;0;145;1
1;21;1;41;21;1;0;1;1
1;21;1;14;4;4;2;21;1
2;21;1;4;1;1;0;1;1
2;21;1;0;0;0;0;0;1
1;21;1;163;363;24;537;68;1
1;21;1;114;185;3;1;33;1
1;21;1;112;311;58;0;78;1
2;21;1;166;140;21;1;21;1
1;21;1;136;503;15;121;30;1
1;21;1;82;153;13;614;88;1
1;21;3;53;38;0;0;273;1
2;21;1;182;171;64;19;416;1
1;21;1;145;89;15;4;14;1
1;21;1;0;8;2;6;4;1
1;21;1;351;231;13;41;12;1
1;21;1;321;312;208;109;104;1
1;21;1;297;202;30;13;275;1
1;21;1;227;340;11;52;30;1
2;21;1;224;90;14;7;37;1
1;21;1;180;328;5;97;131;1
1;21;1;172;181;54;18;30;1
2;10;2;135;85;45;7;32;0
1;10;1;155;304;12;7;73;0
1;10;1;100;215;20;0;49;0
1;10;2;209;451;6;18;17;0
1;10;1;12;208;1;5;5;0
1;10;2;81;104;224;122;139;0
1;10;2;372;457;241;546;75;0
1;10;1;243;144;18;108;221;0
1;10;2;112;109;7;0;143;0
1;10;1;225;349;34;58;272;0
1;10;2;352;222;27;135;241;0
1;10;2;80;371;13;25;7;0
1;10;1;398;417;18;306;182;0
1;10;1;253;404;3;68;19;0
1;10;2;69;50;18;5;33;0
1;10;1;341;167;0;214;9;0
1;10;1;230;389;53;31;33;0
1;10;1;40;304;1;13;23;0
1;10;1;183;554;43;7;81;0
1;10;2;26;86;55;15;11;0
1;10;2;124;100;21;2;78;0
1;10;2;78;192;1;5;25;0
1;10;2;154;278;11;103;93;0
1;10;2;61;343;147;11;104;0
1;10;1;92;277;71;61;155;0
1;10;2;80;60;4;7;132;0
1;10;2;105;68;9;154;23;0
1;10;2;564;239;30;527;314;0
1;10;2;317;631;96;104;323;0
1;10;2;210;375;7;188;69;0
1;10;2;210;238;13;26;234;0
1;10;1;108;166;3;0;3;0
1;10;2;165;529;25;71;309;0
1;10;2;34;384;56;217;51;0
1;10;1;137;176;8;56;74;0
1;10;2;373;498;9;39;24;0
1;10;1;305;208;10;34;80;0
1;10;1;237;489;21;289;127;0
1;10;2;216;212;21;151;92;0
2;10;2;191;131;26;11;47;0
1;10;1;190;143;19;2;20;0
1;10;2;183;109;9;0;18;0
1;10;2;181;237;69;7;76;0
1;10;1;178;337;2;10;64;0
1;10;1;170;547;7;2;74;0
1;10;2;163;87;1;23;71;0
1;10;2;153;337;5;782;99;0
1;10;2;150;48;22;99;106;0
1;10;3;137;234;9;0;9;0
1;10;1;132;202;4;28;122;0
1;10;2;124;169;7;13;490;0
1;10;1;94;138;3;20;25;0
2;10;1;93;159;6;4;20;0
1;10;1;87;69;3;36;10;0
1;10;2;69;248;0;10;55;0
1;10;2;65;5;1;2;55;0
1;10;2;54;50;1;2;74;0
1;10;2;32;85;53;219;215;0
1;10;3;32;2;45;2;6;0
1;10;2;19;10;16;41;81;0
1;10;1;590;482;23;525;72;0
1;10;2;78;57;0;78;1;0
1;10;2;191;163;6;6;51;0
1;10;2;94;139;39;40;70;0
1;10;2;155;469;75;0;28;0
1;10;1;100;446;7;9;28;0
1;10;2;196;371;22;163;62;0
1;10;2;60;114;18;0;36;0
1;10;2;119;225;59;0;39;0
1;10;2;346;482;62;72;155;0
1;10;2;332;140;8;17;76;0
1;10;2;148;329;6;0;35;0
1;10;2;245;169;45;23;420;0
1;10;2;240;260;41;35;30;0
1;10;2;225;385;29;0;118;0
1;10;1;216;87;220;18;62;0
1;10;1;196;825;14;40;32;0
1;10;2;171;289;112;99;218;0
1;10;1;170;210;14;9;164;0
1;10;1;158;233;16;21;56;0
1;10;1;128;136;44;180;140;0
1;10;2;105;189;11;8;120;0
1;10;1;44;69;2;2;16;0
1;10;2;373;185;92;0;94;0
1;10;2;17;1;0;0;1;0
1;10;2;233;217;3;2;47;0
1;10;1;43;76;4;1;31;0
1;10;2;147;92;144;184;92;0
1;10;1;322;128;69;63;97;0
1;10;2;86;42;1;58;28;0
2;10;2;439;9;4;1;36;0
1;10;2;124;284;12;174;308;0
1;10;2;118;519;5;9;36;0
1;10;1;526;508;42;48;148;0
1;10;1;320;629;151;116;246;0
1;10;1;194;308;28;241;300;0
1;10;1;181;112;15;43;32;0
1;10;2;163;260;25;0;88;0
1;10;1;139;96;60;53;161;0
1;10;1;129;216;3;117;34;0
1;10;2;24;344;32;36;58;0
1;10;2;199;195;3;0;38;0
1;10;1;538;111;24;129;50;0
2;10;2;426;339;4;107;95;0
1;10;2;136;163;18;208;189;0
1;10;2;86;256;26;54;92;0
1;10;3;16;3;3;0;0;0
1;10;2;156;201;31;12;46;0
1;10;2;102;517;4;182;77;0
1;10;2;22;101;1;0;22;0
1;10;1;136;332;65;890;177;0
1;10;2;414;361;7;1;54;0
1;10;2;190;94;10;42;223;0
1;10;1;135;168;6;3;310;0
1;10;1;236;312;17;57;63;0
1;10;2;205;281;141;278;85;0
1;10;2;512;416;21;15;25;0
1;10;2;457;371;23;26;40;0
2;10;2;312;116;15;28;138;0
1;10;1;308;177;19;11;64;0
1;10;2;276;291;54;53;129;0
1;10;2;207;319;39;24;65;0
1;10;1;188;504;3;300;53;0
2;10;2;185;110;17;21;111;0
1;10;2;166;422;49;2;173;0
1;10;1;163;358;10;0;80;0
1;10;3;159;351;3;5;375;0
1;10;2;149;118;57;0;44;0
1;10;2;133;113;38;6;65;0
2;10;2;122;167;64;60;80;0
1;10;2;111;280;9;20;55;0
1;10;1;107;221;3;380;111;0
1;10;1;92;253;31;40;59;0
1;10;1;84;197;4;10;57;0
1;10;2;45;0;1;14;11;0
1;10;1;33;117;5;2;90;0
2;10;2;31;37;1;20;76;0
2;10;1;158;273;11;47;148;0
1;10;2;199;774;71;202;167;0
1;10;1;155;280;30;325;276;0
1;10;2;221;313;67;170;174;0
1;10;2;95;69;11;40;70;0
1;10;2;329;228;1;94;41;0
1;10;2;152;185;88;38;127;0
1;10;2;63;47;0;0;62;0
2;10;1;50;42;4;0;14;0
1;10;2;34;237;5;73;49;0
1;10;2;421;26;1;42;345;0
1;10;2;267;716;13;392;135;0
1;10;1;147;297;3;5;58;0
1;10;2;44;168;0;0;528;0
1;10;2;282;286;1;0;14;0
1;10;2;252;682;15;225;125;0
1;10;1;237;135;15;60;49;0
1;10;2;128;150;3;12;53;0
1;10;2;114;90;7;60;68;0
1;10;2;88;20;2;16;73;0
1;10;2;76;62;28;2;45;0
1;10;2;72;372;9;452;239;0
1;10;2;61;26;17;6;53;0
1;10;2;60;181;19;342;301;0
1;10;1;368;443;43;19;51;0
1;10;1;146;233;4;0;49;0
1;10;2;154;261;10;191;87;0
1;10;2;209;465;3;17;93;0
1;10;2;159;310;5;13;83;0
1;10;2;119;112;41;172;252;0
1;10;1;107;158;5;2;33;0
1;10;2;95;179;83;40;117;0
1;10;2;46;186;34;21;28;0
1;10;2;553;116;33;149;103;0
1;10;1;384;35;82;52;121;0
1;10;2;283;262;26;16;73;0
1;10;1;148;285;5;1;44;0
1;10;1;144;94;4;30;159;0
1;10;2;131;138;2;14;40;0
1;10;2;74;131;1;35;20;0
1;10;2;69;0;3;0;127;0
1;10;2;42;135;2;107;68;0
1;10;2;378;301;5;18;63;0
1;10;2;145;221;99;25;249;0
2;10;2;15;12;9;0;0;0
1;10;2;67;338;27;9;84;0
1;10;2;155;188;47;142;114;0
1;10;2;50;28;2;0;20;0
2;10;2;98;12;12;6;175;0
2;10;2;544;507;2;324;280;0
1;10;1;435;400;14;0;71;0
1;10;2;293;243;16;21;27;0
1;10;2;265;53;7;8;36;0
1;10;1;240;615;58;269;46;0
2;10;2;205;119;294;651;189;0
1;10;2;178;504;14;6;53;0
1;10;1;167;503;18;137;54;0
1;10;2;162;132;68;55;311;0
1;10;1;128;38;1;0;44;0
1;10;2;127;489;8;13;74;0
1;10;2;74;51;12;26;131;0
1;10;2;73;233;2;0;66;0
1;10;2;64;300;51;288;60;0
1;10;2;63;174;13;335;439;0
1;10;2;30;23;29;117;79;0
1;10;2;10;9;6;34;258;0
1;10;2;2;6;1;0;14;0
1;10;1;534;402;140;162;155;0
1;10;1;179;242;205;28;128;0
1;10;2;344;667;299;0;156;0
1;10;2;327;660;71;31;153;0
1;10;2;255;59;3;8;91;0
1;10;2;139;272;15;37;15;0
1;10;2;134;155;6;266;274;0
2;10;2;93;208;17;3;10;0
1;10;1;75;137;5;76;34;0
1;10;2;111;247;3;16;27;0
1;10;2;12;3;0;0;1;0
1;10;1;103;84;2;1;8;0
1;10;1;267;734;2;592;206;0
1;10;2;234;171;71;560;119;0
1;10;2;248;447;18;45;114;0
1;10;1;231;123;0;0;79;0
1;10;2;92;493;3;0;17;0
1;10;2;31;203;3;0;69;0
1;10;2;202;344;19;107;132;0
1;10;2;174;309;188;116;92;0
1;10;1;558;539;160;392;263;0
1;10;2;154;243;18;28;17;0
1;10;2;203;217;11;448;63;0
1;10;2;127;105;13;29;39;0
1;10;2;544;302;67;62;158;0
1;10;2;373;165;37;10;44;0
2;10;2;366;109;22;7;57;0
1;10;2;300;219;5;222;64;0
1;10;1;243;92;13;765;102;0
1;10;2;217;157;24;12;49;0
1;10;2;188;218;103;154;42;0
1;10;1;182;274;28;11;115;0
1;10;1;145;252;2;107;95;0
1;10;2;116;55;16;2;179;0
2;10;1;104;164;1;388;95;0
1;10;1;57;251;73;26;97;0
1;10;2;52;94;7;1;103;0
1;10;2;49;40;2;2;91;0
1;10;2;39;44;3;1;13;0
1;10;2;28;11;2;0;9;0
1;10;2;8;0;1;1;0;0
1;10;2;7;0;1;0;0;0
1;10;1;1;3;0;0;0;0
1;10;2;313;358;9;49;29;0
1;10;2;123;251;12;18;55;0
1;10;2;182;421;1;19;37;0
1;10;2;105;177;11;1;63;0
2;10;2;82;179;0;0;49;0
1;10;1;230;404;130;136;80;0
1;10;2;130;251;2;29;29;0
1;10;1;223;284;37;53;41;0
1;10;2;223;30;129;23;2;0
1;10;2;144;226;123;0;94;0
1;10;2;106;136;13;5;10;0
1;10;1;375;606;168;31;214;0
2;10;1;330;382;22;30;84;0
1;10;1;199;226;9;9;79;0
1;10;1;66;160;29;32;22;0
2;10;2;180;56;3;6;233;0
1;10;2;8;2;1;0;0;0
1;10;2;250;433;17;32;126;0
1;10;2;116;496;33;136;17;0
1;10;1;131;86;124;132;37;0
1;10;1;26;167;8;30;90;0
1;10;2;95;209;17;666;76;0
1;10;2;99;578;22;48;43;0
1;10;1;81;24;1;10;27;0
1;10;2;263;362;5;132;62;0
1;10;2;378;257;185;345;160;0
1;10;2;89;168;10;43;144;0
1;10;2;570;706;14;22;248;0
1;10;2;129;135;37;76;265;0
1;10;2;119;128;2;20;58;0
1;10;2;50;265;4;35;12;0
1;10;2;42;0;1;7;105;0
1;10;2;340;433;77;860;227;0
1;10;1;290;154;2;49;57;0
1;10;2;312;0;9;318;56;0
1;10;2;275;252;211;253;216;0
1;10;2;147;229;5;158;77;0
1;10;2;578;552;86;180;95;0
1;10;2;188;310;5;165;30;0
1;10;2;172;333;30;535;146;0
1;10;2;121;162;65;21;60;0
1;10;2;115;256;35;10;483;0
1;10;2;103;212;11;0;141;0
1;10;2;12;42;2;1;144;0
1;10;2;81;308;41;287;96;0
1;10;2;283;215;41;25;167;0
1;10;2;42;2;13;0;0;0
1;10;2;48;282;6;6;30;0
1;10;2;220;500;43;923;124;0
1;10;2;75;170;51;29;55;0
1;10;2;71;275;43;114;26;0
1;10;2;185;129;12;0;37;0
1;10;2;271;360;26;60;152;0
1;10;2;143;525;32;89;55;0
1;10;1;58;237;0;552;261;0
1;10;2;179;62;2;0;141;0
1;10;2;47;195;1;0;64;0
1;10;1;66;582;1;217;113;0
1;10;2;32;50;2;2;39;0
1;10;2;166;196;59;75;166;0
1;10;2;52;310;82;33;128;0
2;10;2;73;204;2;37;83;0
1;10;2;75;471;7;1;72;0
1;10;2;120;181;21;202;79;0
1;10;2;383;204;8;0;27;0
1;10;2;286;191;3;5;37;0
1;10;2;220;72;10;27;52;0
1;10;2;195;224;5;79;127;0
1;10;2;159;232;6;1;33;0
2;10;2;72;40;2;0;40;0
1;10;2;57;378;15;45;118;0
2;10;1;231;306;35;342;33;0
1;10;2;178;104;216;170;10;0
1;10;1;486;414;74;168;211;0
1;10;2;229;135;73;138;89;0
2;10;2;139;34;10;0;62;0
1;10;2;147;101;10;3;28;0
1;10;1;47;226;14;338;41;0
1;10;2;398;465;57;205;267;0
1;10;1;358;371;29;447;153;0
1;10;2;42;136;2;1;160;0
1;10;2;161;260;26;43;42;0
1;10;2;140;139;33;13;153;0
1;10;2;70;102;12;0;199;0
1;10;2;63;79;3;17;167;0
1;10;1;45;263;53;4;51;0
1;10;2;150;370;6;150;191;0
1;10;1;223;187;14;0;14;0
1;10;2;73;266;3;3;114;0
1;10;2;324;436;15;31;62;0
1;10;2;107;212;94;905;25;0
1;10;2;90;442;3;2;49;0
2;10;2;71;5;4;4;11;0
1;10;2;583;257;9;68;119;0
2;10;1;509;225;47;43;126;0
1;10;2;221;334;11;119;305;0
1;10;2;55;66;6;44;100;0
2;10;2;224;83;147;37;84;0
2;10;1;369;197;320;663;54;0
2;10;1;102;77;2;0;41;0
1;10;1;1;3;1;0;0;0
1;10;2;180;544;11;1;93;0
1;10;2;141;18;149;59;29;0
2;10;1;125;69;9;19;13;0
1;10;2;290;431;41;18;40;0
1;10;2;293;487;23;36;158;0
1;10;2;201;136;4;111;121;0
1;10;2;150;149;216;253;118;0
1;10;2;130;113;11;5;11;0
1;10;2;74;132;22;25;150;0
1;10;2;3;11;1;0;3;0
1;10;2;97;190;3;0;22;0
1;10;1;369;821;205;344;252;0
1;10;2;187;736;98;29;560;0
2;10;2;135;270;4;251;70;0
1;10;1;188;181;36;189;46;0
1;10;2;86;320;14;42;57;0
1;10;2;64;246;1;1;135;0
1;10;2;258;485;2;210;45;0
2;10;2;68;10;4;0;38;0
1;10;2;96;67;11;3;63;0
2;10;2;505;231;19;66;42;0
2;10;2;19;5;2;0;8;0
1;10;2;90;211;52;24;103;0
1;10;2;120;85;9;0;22;0
1;10;2;90;240;5;52;16;0
2;10;1;355;46;17;187;0;0
1;10;2;354;651;24;403;561;0
1;10;2;339;595;9;40;118;0
2;10;2;273;47;17;4;43;0
1;10;2;222;223;23;155;109;0
1;10;2;193;240;19;445;347;0
2;10;2;189;261;124;209;98;0
1;10;1;166;196;15;241;35;0
2;10;2;159;280;1;449;144;0
1;10;2;159;116;30;0;18;0
2;10;2;144;0;3;227;151;0
1;10;2;139;163;3;12;22;0
1;10;2;136;103;14;143;43;0
1;10;2;132;149;35;2;119;0
1;10;1;115;157;16;68;144;0
1;10;1;43;204;7;81;19;0
1;10;2;12;280;6;24;19;0
1;10;2;44;119;15;0;41;0
1;10;2;313;358;9;49;27;0
1;10;1;48;288;6;4;22;0
1;10;2;50;36;8;11;8;0
1;10;1;314;437;56;427;181;0
1;10;1;171;454;6;9;504;0
1;10;1;168;150;15;27;22;0
1;10;2;100;334;18;4;61;0
1;10;1;300;489;21;15;75;0
1;10;1;155;334;6;29;27;0
2;10;2;70;223;10;12;129;0
1;10;2;20;117;5;4;85;0
1;10;1;170;697;10;6;425;0
2;10;2;91;60;7;0;12;0
2;10;2;6;2;1;0;0;0
1;10;2;52;87;1;0;69;0
1;10;2;208;148;23;16;23;0
1;10;2;50;249;4;25;128;0
1;10;2;148;307;41;252;45;0
1;10;2;275;438;36;192;122;0
1;10;2;158;111;5;3;24;0
1;10;2;155;454;5;28;110;0
1;10;1;147;154;37;8;37;0
1;10;2;33;9;5;6;12;0
1;10;1;190;220;24;58;12;0
1;10;2;156;267;1;820;437;0
1;10;2;44;203;15;784;255;0
1;10;2;79;181;250;142;139;0
1;10;2;124;274;29;0;140;0
1;10;2;133;6;16;166;274;0
1;10;2;162;197;132;521;68;0
2;10;2;161;69;48;152;270;0
1;10;2;43;306;19;69;51;0
1;10;2;1;5;2;0;0;0
1;10;2;107;71;21;5;230;0
1;10;2;87;195;9;0;66;0
1;10;2;226;119;3;26;37;0
2;10;2;183;19;9;1;233;0
1;10;2;55;37;4;4;25;0
1;10;2;249;103;27;200;65;0
1;10;2;68;55;8;16;93;0
1;10;2;277;517;27;24;75;0
1;10;2;245;374;4;0;93;0
1;10;2;79;19;3;0;27;0
2;10;2;68;0;14;1;1;0
1;10;2;85;84;9;11;46;0
1;10;2;234;230;3;32;507;0
2;10;2;129;103;26;20;33;0
1;10;2;102;85;4;28;143;0
1;10;2;55;60;16;2;30;0
1;10;2;139;152;26;2;28;0
1;10;2;69;49;9;1;3;0
1;10;2;40;15;4;16;16;0
1;10;2;84;150;2;0;10;0
1;10;2;19;2;13;0;1;0
1;10;2;12;2;1;0;0;0
1;10;2;9;16;1;0;0;0
2;10;2;81;140;227;22;429;0
2;10;2;193;4;87;0;13;0
1;10;2;78;101;1;0;4;0
1;10;1;234;140;13;138;35;0
2;10;2;147;10;7;8;3;0
1;10;2;75;156;141;18;1;0
2;10;2;42;10;2;0;1;0
2;10;2;224;120;22;71;25;0
2;10;2;261;93;67;7;101;0
1;10;1;259;547;8;612;517;0
2;10;2;176;17;12;17;20;0
1;10;2;136;112;9;4;142;0
2;10;2;123;14;11;1;3;0
2;10;2;123;6;11;0;27;0
1;10;2;121;175;4;36;94;0
1;10;2;111;140;1;105;310;0
2;10;2;96;110;42;41;57;0
2;10;2;84;95;39;3;65;0
1;10;2;73;42;181;0;2;0
1;10;2;43;7;2;0;0;0
1;10;2;40;29;35;22;21;0
1;10;2;29;204;4;67;44;0
2;10;2;23;32;1;1;0;0
2;11;2;71;81;20;20;118;0
1;11;2;44;37;6;2;24;0
1;11;2;153;141;34;0;76;0
1;11;2;151;187;30;34;74;0
1;11;2;216;225;232;104;135;0
1;11;2;213;499;35;158;188;0
1;11;2;112;156;30;1;172;0
2;11;2;591;588;0;428;224;0
1;11;2;311;210;57;98;232;0
1;11;2;276;216;22;11;35;0
2;11;2;233;7;119;13;35;0
1;11;2;228;184;57;613;471;0
1;11;2;225;188;311;268;82;0
1;11;2;224;424;25;7;139;0
2;11;1;158;312;16;36;80;0
1;11;2;95;251;18;382;86;0
2;11;1;90;401;24;1;341;0
1;11;2;89;147;5;8;46;0
1;11;2;43;16;1;0;2;0
1;11;2;28;187;32;7;84;0
1;11;2;53;319;34;17;79;0
1;11;2;110;218;22;98;170;0
1;11;2;186;294;1;28;60;0
1;11;1;391;654;10;401;144;0
1;11;2;159;201;47;39;229;0
1;11;2;52;373;3;0;93;0
1;11;2;188;305;9;5;288;0
2;11;2;305;54;46;37;11;0
1;11;2;66;6;16;292;44;0
1;11;2;187;283;0;1;129;0
1;11;2;334;427;19;424;132;0
1;11;2;252;336;66;155;73;0
1;11;1;434;294;51;0;533;0
2;11;2;394;141;21;296;92;0
1;11;2;308;43;12;15;125;0
2;11;2;295;178;17;136;10;0
1;11;1;277;130;10;46;323;0
1;11;1;239;32;15;3;79;0
1;11;2;205;130;11;623;226;0
1;11;2;193;331;55;31;39;0
1;11;1;172;299;3;0;51;0
1;11;2;153;259;26;69;92;0
1;11;2;147;323;11;8;47;0
2;11;2;138;79;1;5;81;0
1;11;1;127;147;15;41;26;0
1;11;2;90;96;4;20;116;0
1;11;2;28;159;86;263;153;0
1;11;2;207;671;45;723;36;0
1;11;1;186;506;45;170;76;0
1;11;2;126;346;16;285;122;0
1;11;2;490;221;96;241;124;0
1;11;2;200;634;162;354;229;0
1;11;2;108;299;42;130;59;0
1;11;2;36;157;0;6;29;0
1;11;2;104;318;16;85;62;0
1;11;1;301;340;15;448;239;0
1;11;2;128;468;1;2;40;0
2;11;1;114;272;128;103;140;0
1;11;2;184;626;66;6;133;0
2;11;2;387;179;10;41;35;0
1;11;1;86;234;2;10;9;0
1;11;2;479;335;18;61;65;0
1;11;2;228;186;7;147;8;0
1;11;2;201;556;24;133;128;0
2;11;2;178;541;4;145;57;0
1;11;2;95;283;6;267;42;0
1;11;1;146;394;23;220;79;0
1;11;2;542;238;35;102;207;0
1;11;2;215;159;12;10;293;0
2;11;1;206;105;23;92;139;0
2;11;2;153;51;16;0;137;0
2;11;2;129;123;7;120;64;0
1;11;2;109;217;5;4;98;0
2;11;2;108;107;14;12;89;0
1;11;2;107;67;13;344;81;0
1;11;2;78;260;0;20;151;0
1;11;2;76;280;10;7;43;0
1;11;2;112;159;3;17;46;0
2;11;1;162;130;167;161;13;0
2;11;2;529;188;40;327;58;0
1;11;1;399;123;41;3;82;0
1;11;2;237;125;23;66;271;0
1;11;1;191;227;111;44;120;0
1;11;1;181;150;12;104;60;0
1;11;2;179;190;258;52;576;0
2;11;1;171;46;18;252;114;0
1;11;2;150;290;11;830;74;0
1;11;2;138;238;117;194;236;0
2;11;1;138;17;1;22;57;0
1;11;2;87;398;153;118;263;0
2;11;1;148;40;12;7;0;0
2;11;2;120;67;1;1;81;0
1;11;2;499;553;74;234;100;0
1;11;1;98;38;9;0;13;0
1;11;1;77;122;20;1;58;0
1;11;1;313;499;78;340;223;0
1;11;2;238;321;276;603;86;0
2;11;1;233;1;1;0;6;0
1;11;2;134;579;16;84;96;0
1;11;2;112;89;3;11;90;0
1;11;1;91;122;50;5;10;0
1;11;2;74;469;3;34;41;0
1;11;1;110;236;27;156;239;0
1;11;2;112;254;14;111;86;0
1;11;2;270;163;10;34;355;0
1;11;2;226;146;14;21;146;0
1;11;1;204;257;207;59;125;0
1;11;2;413;348;114;596;353;0
1;11;2;83;26;0;0;30;0
1;11;2;39;0;0;0;14;0
1;11;2;263;66;7;103;47;0
1;11;2;77;0;0;0;45;0
1;11;1;298;94;1;8;4;0
2;11;2;273;10;12;222;10;0
1;11;1;234;239;208;71;240;0
1;11;2;231;383;56;0;44;0
1;11;2;225;134;5;340;161;0
2;11;2;602;617;219;145;181;0
2;11;2;449;156;28;787;299;0
2;11;2;359;136;51;17;158;0
2;11;2;358;123;7;171;178;0
2;11;2;329;111;23;20;89;0
2;11;1;301;167;3;172;25;0
1;11;2;264;196;13;2;39;0
1;11;2;254;757;4;557;170;0
1;11;2;177;671;87;24;83;0
2;11;2;141;111;4;132;41;0
1;11;2;123;153;6;168;33;0
1;11;2;117;205;5;15;88;0
2;11;2;110;343;1;20;214;0
2;11;1;110;60;35;39;195;0
2;11;1;96;252;14;27;271;0
1;11;2;93;110;1;56;113;0
1;11;2;90;174;5;4;371;0
1;11;2;78;18;3;0;57;0
1;11;2;73;124;0;0;14;0
2;11;2;68;43;0;6;107;0
1;11;1;37;101;65;65;101;0
1;11;2;16;14;2;3;33;0
1;11;1;31;140;10;182;133;0
1;11;2;1;256;5;0;13;0
1;11;2;193;283;273;262;219;0
1;11;2;66;18;3;3;31;0
2;11;1;174;405;38;9;102;0
2;11;1;169;129;18;41;94;0
1;11;2;227;224;39;84;116;0
1;11;2;45;395;16;2;37;0
1;11;2;223;391;14;0;27;0
1;11;2;40;82;10;0;0;0
1;11;2;178;120;13;36;4;0
2;11;2;266;117;7;12;73;0
1;11;2;563;472;26;820;205;0
2;11;2;96;91;7;115;230;0
1;11;1;197;61;171;248;40;0
1;11;2;192;135;4;43;119;0
2;11;2;166;698;55;3;40;0
1;11;2;146;763;30;170;51;0
1;11;1;124;112;125;62;51;0
1;11;2;121;253;4;6;72;0
1;11;2;96;520;7;167;58;0
1;11;2;91;183;1;1;78;0
1;11;1;96;72;69;94;83;0
1;11;2;185;114;13;51;141;0
1;11;2;267;448;8;0;70;0
1;11;1;164;287;53;104;198;0
1;11;2;330;736;101;204;147;0
1;11;1;167;243;3;10;47;0
1;11;2;129;265;4;76;204;0
2;11;1;128;53;4;28;12;0
1;11;1;116;209;7;99;76;0
2;11;2;88;156;17;0;51;0
1;11;2;88;95;1;367;265;0
1;11;1;85;156;1;159;60;0
1;11;1;80;547;1;203;176;0
1;11;2;72;323;16;81;170;0
1;11;2;42;160;4;9;57;0
1;11;2;285;224;27;73;165;0
1;11;1;209;409;109;52;499;0
2;11;2;438;261;1;355;98;0
1;11;2;291;746;8;99;15;0
2;11;2;228;203;31;6;83;0
1;11;2;216;335;13;1;291;0
1;11;2;213;428;7;165;431;0
1;11;2;190;255;9;397;107;0
1;11;2;169;129;12;47;314;0
1;11;2;150;34;1;2;4;0
1;11;2;133;202;4;8;30;0
1;11;2;98;47;3;11;84;0
1;11;1;58;145;11;15;75;0
2;11;2;51;0;2;0;6;0
1;11;2;190;150;4;217;186;0
1;11;2;322;335;6;0;54;0
2;11;2;141;123;7;27;324;0
2;11;2;200;147;7;0;21;0
2;11;1;85;6;0;10;18;0
